id,texto_usuario,tipo_inmueble,habitaciones,banos,parqueadero,estrato,operacion,ciudad,zona,precio_rango,amoblado,mascotas,balcon,terraza,areas_comunes
3585,"Necesito un mini estudio una alcoba estrato 5 en Barranquilla, para venta por más de 5M, pet friendly, con balcón, con terraza, un parqueadero privado, presupuesto más de 5M, estrato 5",estudio,1,2,1,5,venta,Barranquilla,Alto Prado,más de 5M,0,1,1,1,"balcón, gimnasio"
3586,"Un loft cómodo de 1 habitación y 3 baños en buen estado, en Laureles, Medellín para arriendo, totalmente amoblado, que tenga balcón, dos parqueaderos, presupuesto 4M - 5M",loft,1,3,2,5,arriendo,Medellín,Laureles,4M - 5M,1,0,1,0,balcón
3587,"Busco ático con terraza de 3 alcobas en Cañaveral, Bucaramanga, para arriendo, semi amoblado, que acepte mascotas, con terraza, presupuesto 2M - 3M, estrato 6",penthouse,3,1,2,6,arriendo,Bucaramanga,Cañaveral,2M - 3M,1,1,0,1,"terraza, coworking"
3588,"Estoy buscando apto en San Fernando Cali, dos habitaciones, tipo apto en último piso para venta, semi amoblado, pet friendly, terraza amplia, presupuesto 3M - 4M",penthouse,2,1,1,2,venta,Cali,San Fernando,3M - 4M,1,1,0,1,salón social
3589,"Quiero venta un apartaestudio, en Bucaramanga, idealmente en Centro, de 1 alcoba y 2 baños en buen estado, totalmente amoblado, apto para mascotas, que tenga balcón, terraza amplia, presupuesto más de 5M, estrato 2",apartaestudio,1,2,1,2,venta,Bucaramanga,Centro,más de 5M,1,1,1,1,"coworking, terraza"
3590,"Quiero venta un apto para familia, en Bucaramanga, idealmente en Cabecera, de 2 alcobas y 3 baños en buen estado, amoblado, terraza amplia",apartamento,2,3,2,6,venta,Bucaramanga,Cabecera,menos de 1M,1,0,0,1,"piscina, coworking, balcón"
3591,"Necesito un apto tradicional 4 alcobas estrato 2 en Medellín, para venta por 2M - 3M, totalmente amoblado, presupuesto 2M - 3M",apartamento,4,1,0,2,venta,Medellín,El Poblado,2M - 3M,1,0,0,0,"salón social, balcón, piscina"
3592,"Necesito un apto tipo estudio una alcoba estrato 2 en Bogotá, para venta por menos de 1M, semi amoblado, apto para mascotas, con terraza, sin parqueadero, presupuesto menos de 1M, estrato 2",estudio,1,1,0,2,venta,Bogotá,Teusaquillo,menos de 1M,1,1,0,1,"terraza, zona BBQ, coworking"
3593,"Estoy buscando apto en Envigado Medellín, 1 alcoba, tipo aparta estudio para arriendo, apto para mascotas, que tenga balcón, terraza amplia, presupuesto 1.5M - 2M, estrato 6",apartaestudio,1,2,0,6,arriendo,Medellín,Envigado,1.5M - 2M,0,1,1,1,"gimnasio, salón social, terraza"
3594,"Necesito un apartamento tipo estudio 1 alcoba estrato 6 en Barranquilla, para arriendo por 1.5M - 2M, semi amoblado, con balcón, presupuesto 1.5M - 2M",estudio,1,2,0,6,arriendo,Barranquilla,Centro,1.5M - 2M,1,0,1,0,"salón social, zona BBQ"
3595,"Quiero venta un dúplex, en Bucaramanga, idealmente en Centro, de tres habitaciones y 3 baños en buen estado, que tenga balcón, 2 parqueaderos, presupuesto 1.5M - 2M",duplex,3,3,2,2,venta,Bucaramanga,Centro,1.5M - 2M,0,0,1,0,
3596,"Estoy buscando apto en Cabecera Bucaramanga, 4 alcobas, tipo apto para familia para arriendo, semi amoblado, pet friendly, con balcón, terraza amplia, sin parqueadero",apartamento,4,1,0,5,arriendo,Bucaramanga,Cabecera,más de 5M,1,1,1,1,
3597,"Necesito un apartaestudio una alcoba estrato 6 en Bogotá, para venta por 1.5M - 2M, apto para mascotas, con balcón, terraza amplia, estrato 6",apartaestudio,1,2,1,6,venta,Bogotá,Centro,1.5M - 2M,0,1,1,1,"gimnasio, balcón, salón social"
3598,"Un apto tipo estudio cómodo de 1 alcoba y 3 baños, en Ciudad Jardín, Cali para arriendo, pet friendly, que tenga balcón, con terraza, dos parqueaderos, estrato 4",estudio,1,3,2,4,arriendo,Cali,Ciudad Jardín,3M - 4M,0,1,1,1,"balcón, terraza, zona BBQ"
3599,"Un apartamento cómodo de 4 habitaciones y 1 baño, en Usaquén, Bogotá para venta, que acepte mascotas, terraza amplia, estrato 6",apartamento,4,1,2,6,venta,Bogotá,Usaquén,1.5M - 2M,0,1,0,1,balcón
3600,"Necesito un mini estudio 1 alcoba estrato 2 en Bucaramanga, para arriendo por 1.5M - 2M, que acepte mascotas, con balcón, con terraza, no necesito parqueadero, presupuesto 1.5M - 2M",estudio,1,2,0,2,arriendo,Bucaramanga,Centro,1.5M - 2M,0,1,1,1,
3601,"Un apartamento en dos niveles cómodo de 3 alcobas y 1 baño, en Centro, Bucaramanga para arriendo, terraza amplia, 1 parqueadero, presupuesto 2M - 3M",duplex,3,1,1,5,arriendo,Bucaramanga,Centro,2M - 3M,0,0,0,1,zona BBQ
3602,"Quiero arriendo un penthouse, en Barranquilla, idealmente en Villa Santos, de 3 habitaciones y 2 baños en buen estado, pet friendly, 2 parqueaderos, presupuesto 3M - 4M",penthouse,3,2,2,2,arriendo,Barranquilla,Villa Santos,3M - 4M,0,1,0,0,"gimnasio, piscina"
3603,"Necesito un apartamento en dos niveles tres habitaciones estrato 4 en Bogotá, para arriendo por 3M - 4M, semi amoblado, que tenga balcón, con terraza, presupuesto 3M - 4M, estrato 4",duplex,3,1,2,4,arriendo,Bogotá,Teusaquillo,3M - 4M,1,0,1,1,"salón social, gimnasio, piscina"
3604,"Quiero venta un apartaestudio, en Barranquilla, idealmente en Centro, de una alcoba y 1 baño, totalmente amoblado, estrato 6",apartaestudio,1,1,1,6,venta,Barranquilla,Centro,menos de 1M,1,0,0,0,
3605,"Quiero arriendo un apto tipo estudio, en Cali, idealmente en San Fernando, de 1 habitación y 2 baños, amoblado, que tenga balcón, dos parqueaderos, estrato 4",estudio,1,2,2,4,arriendo,Cali,San Fernando,menos de 1M,1,0,1,0,
3606,"Busco apto dúplex de una alcoba en Cañaveral, Bucaramanga, para venta, totalmente amoblado, que acepte mascotas, que tenga balcón, no requiere parqueadero, presupuesto menos de 1M",duplex,1,1,0,2,venta,Bucaramanga,Cañaveral,menos de 1M,1,1,1,0,terraza
3607,"Quiero venta un estudio, en Barranquilla, idealmente en Alto Prado, de 1 habitación y un baño, apto para mascotas, que tenga balcón, con terraza, sin parqueadero, estrato 5",estudio,1,1,0,5,venta,Barranquilla,Alto Prado,4M - 5M,0,1,1,1,
3608,"Un aparta estudio cómodo de una alcoba y un baño, en Villa Santos, Barranquilla para arriendo, con balcón, dos parqueaderos, estrato 4",apartaestudio,1,1,2,4,arriendo,Barranquilla,Villa Santos,4M - 5M,0,0,1,0,
3609,"Quiero venta un ático con terraza, en Bucaramanga, idealmente en Centro, de 4 habitaciones y 1 baño, con terraza, un parqueadero privado",penthouse,4,1,1,2,venta,Bucaramanga,Centro,4M - 5M,0,0,0,1,"gimnasio, salón social"
3610,"Quiero venta un estudio, en Bogotá, idealmente en Centro, de una habitación y 2 baños, totalmente amoblado, que acepte mascotas, que tenga balcón",estudio,1,2,0,2,venta,Bogotá,Centro,4M - 5M,1,1,1,0,coworking
3611,"Un loft cómodo de 1 habitación y 3 baños, en Alto Prado, Barranquilla para arriendo, amoblado, pet friendly, estrato 6",loft,1,3,2,6,arriendo,Barranquilla,Alto Prado,más de 5M,1,1,0,0,zona BBQ
3612,"Un apto tradicional cómodo de 2 habitaciones y un baño, en Centro, Bogotá para venta, 1 parqueadero, presupuesto 4M - 5M",apartamento,2,1,1,6,venta,Bogotá,Centro,4M - 5M,0,0,0,0,"piscina, balcón"
3613,"Necesito un loft una alcoba estrato 3 en Medellín, para arriendo por menos de 1M, totalmente amoblado, que tenga balcón, terraza amplia, estrato 3",loft,1,2,0,3,arriendo,Medellín,Envigado,menos de 1M,1,0,1,1,
3614,"Busco aparta estudio de una alcoba en Cedritos, Bogotá, para arriendo, con parqueadero, estrato 2",apartaestudio,1,1,1,2,arriendo,Bogotá,Cedritos,3M - 4M,0,0,0,0,zona BBQ
3615,"Un mini estudio cómodo de 1 habitación y 2 baños en buen estado, en Centro, Barranquilla para arriendo, semi amoblado, pet friendly, estrato 5",estudio,1,2,1,5,arriendo,Barranquilla,Centro,4M - 5M,1,1,0,0,
3616,"Un apartamento cómodo de 4 habitaciones y un baño, en El Poblado, Medellín para venta, amoblado, que tenga balcón, terraza amplia, no requiere parqueadero, presupuesto 1.5M - 2M, estrato 5",apartamento,4,1,0,5,venta,Medellín,El Poblado,1.5M - 2M,1,0,1,1,terraza
3617,"Estoy buscando apto en Cañaveral Bucaramanga, 2 habitaciones, tipo apto tradicional para venta, presupuesto más de 5M",apartamento,2,1,1,2,venta,Bucaramanga,Cañaveral,más de 5M,0,0,0,0,
3618,"Un apto para familia cómodo de 1 alcoba y 2 baños, en Cabecera, Bucaramanga para arriendo, totalmente amoblado, pet friendly, con parqueadero, presupuesto más de 5M, estrato 3",apartamento,1,2,1,3,arriendo,Bucaramanga,Cabecera,más de 5M,1,1,0,0,"piscina, coworking"
3619,"Un apto tradicional cómodo de 1 habitación y 2 baños, en Granada, Cali para venta, semi amoblado, que acepte mascotas, con terraza, no necesito parqueadero, estrato 6",apartamento,1,2,0,6,venta,Cali,Granada,3M - 4M,1,1,0,1,"terraza, gimnasio"
3620,"Estoy buscando apto en Centro Bucaramanga, 1 alcoba, tipo dúplex para venta, semi amoblado, presupuesto 4M - 5M",duplex,1,1,1,4,venta,Bucaramanga,Centro,4M - 5M,1,0,0,0,"balcón, terraza"
3621,"Estoy buscando apto en Cañaveral Bucaramanga, 4 habitaciones, tipo penthouse para arriendo, amoblado, apto para mascotas, que tenga balcón, con terraza, un parqueadero privado, presupuesto 2M - 3M",penthouse,4,1,1,4,arriendo,Bucaramanga,Cañaveral,2M - 3M,1,1,1,1,
3622,"Un apto tipo estudio cómodo de 1 habitación y 2 baños en buen estado, en Centro, Bogotá para venta, semi amoblado, con parqueadero, presupuesto 2M - 3M, estrato 4",estudio,1,2,1,4,venta,Bogotá,Centro,2M - 3M,1,0,0,0,
3623,"Un loft cómodo de 1 habitación y 3 baños en buen estado, en Cabecera, Bucaramanga para arriendo, totalmente amoblado, pet friendly, con balcón, presupuesto 1M - 1.5M",loft,1,3,2,5,arriendo,Bucaramanga,Cabecera,1M - 1.5M,1,1,1,0,"terraza, zona BBQ, coworking"
3624,"Estoy buscando apto en Laureles Medellín, 1 habitación, tipo aparta estudio para arriendo, amoblado, terraza amplia, presupuesto 1M - 1.5M",apartaestudio,1,2,0,4,arriendo,Medellín,Laureles,1M - 1.5M,1,0,0,1,coworking
3625,"Necesito un loft de concepto abierto una alcoba estrato 3 en Bucaramanga, para arriendo por 1M - 1.5M, semi amoblado, con balcón, con terraza, sin parqueadero, presupuesto 1M - 1.5M",loft,1,1,0,3,arriendo,Bucaramanga,Cabecera,1M - 1.5M,1,0,1,1,"salón social, piscina"
3626,"Estoy buscando apto en Usaquén Bogotá, 4 alcobas, tipo ático con terraza para venta, con terraza, estrato 5",penthouse,4,2,2,5,venta,Bogotá,Usaquén,1M - 1.5M,0,0,0,1,"gimnasio, coworking, zona BBQ"
3627,"Necesito un aparta estudio 1 habitación estrato 5 en Bucaramanga, para venta por 2M - 3M, con balcón, terraza amplia, no requiere parqueadero",apartaestudio,1,3,0,5,venta,Bucaramanga,Cañaveral,2M - 3M,0,0,1,1,"piscina, gimnasio"
3628,"Estoy buscando apto en Laureles Medellín, 4 alcobas, tipo apartamento para arriendo, apto para mascotas, con terraza, un parqueadero privado, presupuesto 3M - 4M, estrato 6",apartamento,4,1,1,6,arriendo,Medellín,Laureles,3M - 4M,0,1,0,1,
3629,"Un apto en último piso cómodo de tres habitaciones y 1 baño, en Belen, Medellín para arriendo, apto para mascotas, terraza amplia, no necesito parqueadero",penthouse,3,1,0,4,arriendo,Medellín,Belen,3M - 4M,0,1,0,1,"balcón, gimnasio, coworking"
3630,"Necesito un mini estudio 1 alcoba estrato 6 en Medellín, para arriendo por 3M - 4M, presupuesto 3M - 4M, estrato 6",estudio,1,3,1,6,arriendo,Medellín,Laureles,3M - 4M,0,0,0,0,salón social
3631,"Busco apto tradicional de tres habitaciones en San Fernando, Cali, para venta, que tenga balcón, estrato 6",apartamento,3,3,2,6,venta,Cali,San Fernando,3M - 4M,0,0,1,0,"coworking, gimnasio"
3632,"Un apto dúplex cómodo de 2 habitaciones y 1 baño, en Centro, Barranquilla para venta, amoblado, presupuesto más de 5M",duplex,2,1,1,6,venta,Barranquilla,Centro,más de 5M,1,0,0,0,"coworking, terraza"
3633,"Necesito un estudio una habitación estrato 3 en Barranquilla, para arriendo por más de 5M, que tenga balcón, terraza amplia, presupuesto más de 5M, estrato 3",estudio,1,1,1,3,arriendo,Barranquilla,Alto Prado,más de 5M,0,0,1,1,terraza
3634,"Un apto pequeño para una persona cómodo de una habitación y 1 baño, en Cedritos, Bogotá para arriendo, semi amoblado, dos parqueaderos, presupuesto 2M - 3M, estrato 3",apartaestudio,1,1,2,3,arriendo,Bogotá,Cedritos,2M - 3M,1,0,0,0,balcón
3635,"Un loft de concepto abierto cómodo de una alcoba y un baño, en Envigado, Medellín para arriendo, pet friendly, 1 parqueadero, presupuesto 2M - 3M, estrato 3",loft,1,1,1,3,arriendo,Medellín,Envigado,2M - 3M,0,1,0,0,gimnasio
3636,"Busco penthouse de 4 alcobas en Granada, Cali, para venta, con terraza, un parqueadero privado, presupuesto 1M - 1.5M",penthouse,4,1,1,4,venta,Cali,Granada,1M - 1.5M,0,0,0,1,
3637,"Necesito un dúplex 1 habitación estrato 4 en Cali, para arriendo por 4M - 5M, que acepte mascotas, que tenga balcón, con parqueadero, presupuesto 4M - 5M",duplex,1,1,1,4,arriendo,Cali,San Fernando,4M - 5M,0,1,1,0,"salón social, piscina"
3638,"Quiero venta un loft, en Bogotá, idealmente en Teusaquillo, de 1 habitación y 2 baños en buen estado, que tenga balcón, presupuesto menos de 1M",loft,1,2,1,4,venta,Bogotá,Teusaquillo,menos de 1M,0,0,1,0,"salón social, balcón"
3639,"Quiero venta un loft de concepto abierto, en Medellín, idealmente en Laureles, de 1 alcoba y 2 baños en buen estado, que acepte mascotas, que tenga balcón, terraza amplia, no necesito parqueadero, presupuesto 3M - 4M",loft,1,2,0,3,venta,Medellín,Laureles,3M - 4M,0,1,1,1,"zona BBQ, coworking"
3640,"Busco aparta estudio de 1 habitación en Alto Prado, Barranquilla, para venta, totalmente amoblado, que tenga balcón, con terraza, estrato 6",apartaestudio,1,1,0,6,venta,Barranquilla,Alto Prado,1M - 1.5M,1,0,1,1,"salón social, zona BBQ, terraza"
3641,"Un apto en último piso cómodo de dos habitaciones y 2 baños, en Alto Prado, Barranquilla para arriendo, semi amoblado, no requiere parqueadero, estrato 5",penthouse,2,2,0,5,arriendo,Barranquilla,Alto Prado,1M - 1.5M,1,0,0,0,"terraza, balcón"
3642,"Quiero arriendo un apartamento en dos niveles, en Bucaramanga, idealmente en Cabecera, de cuatro habitaciones y un baño, totalmente amoblado, pet friendly",duplex,4,1,0,4,arriendo,Bucaramanga,Cabecera,1M - 1.5M,1,1,0,0,"balcón, terraza, salón social"
3643,"Un loft de concepto abierto cómodo de una alcoba y 1 baño, en Centro, Bucaramanga para venta, semi amoblado, que acepte mascotas, con balcón, no necesito parqueadero",loft,1,1,0,3,venta,Bucaramanga,Centro,1.5M - 2M,1,1,1,0,"balcón, terraza"
3644,"Quiero venta un apto tipo estudio, en Medellín, idealmente en Belen, de una habitación y 2 baños en buen estado, presupuesto 1.5M - 2M",estudio,1,2,1,3,venta,Medellín,Belen,1.5M - 2M,0,0,0,0,coworking
3645,"Un apartaestudio cómodo de una habitación y 1 baño, en Teusaquillo, Bogotá para arriendo, que acepte mascotas, con terraza, estrato 3",apartaestudio,1,1,0,3,arriendo,Bogotá,Teusaquillo,2M - 3M,0,1,0,1,"gimnasio, piscina"
3646,"Necesito un ático con terraza tres habitaciones estrato 4 en Medellín, para arriendo por 2M - 3M, amoblado, sin parqueadero, presupuesto 2M - 3M",penthouse,3,2,0,4,arriendo,Medellín,Laureles,2M - 3M,1,0,0,0,zona BBQ
3647,"Estoy buscando apto en Centro Bucaramanga, una alcoba, tipo loft para arriendo, amoblado, que acepte mascotas, con balcón, presupuesto 3M - 4M",loft,1,1,1,2,arriendo,Bucaramanga,Centro,3M - 4M,1,1,1,0,"balcón, terraza, salón social"
3648,"Quiero venta un apartaestudio, en Bogotá, idealmente en Teusaquillo, de una alcoba y un baño, apto para mascotas, terraza amplia, sin parqueadero, presupuesto menos de 1M, estrato 5",apartaestudio,1,1,0,5,venta,Bogotá,Teusaquillo,menos de 1M,0,1,0,1,coworking
3649,"Un ático con terraza cómodo de 4 alcobas y 2 baños en buen estado, en Suba, Bogotá para venta, totalmente amoblado, estrato 4",penthouse,4,2,1,4,venta,Bogotá,Suba,1M - 1.5M,1,0,0,0,
3650,"Quiero arriendo un apto pequeño para una persona, en Bucaramanga, idealmente en Cañaveral, de una habitación y 2 baños, semi amoblado, apto para mascotas, con balcón, con terraza, presupuesto 3M - 4M, estrato 3",apartaestudio,1,2,0,3,arriendo,Bucaramanga,Cañaveral,3M - 4M,1,1,1,1,"balcón, coworking, salón social"
3651,"Un apto pequeño para una persona cómodo de 1 habitación y 2 baños, en Centro, Barranquilla para arriendo, amoblado, con balcón, presupuesto 1.5M - 2M",apartaestudio,1,2,1,3,arriendo,Barranquilla,Centro,1.5M - 2M,1,0,1,0,"zona BBQ, balcón, gimnasio"
3652,"Necesito un loft de concepto abierto 1 habitación estrato 6 en Bucaramanga, para arriendo por 2M - 3M, con balcón, terraza amplia, 1 parqueadero, presupuesto 2M - 3M, estrato 6",loft,1,2,1,6,arriendo,Bucaramanga,Cabecera,2M - 3M,0,0,1,1,"coworking, salón social, zona BBQ"
3653,"Necesito un loft moderno 1 habitación estrato 6 en Medellín, para venta por 1.5M - 2M, amoblado, que acepte mascotas, con balcón, un parqueadero privado, presupuesto 1.5M - 2M",loft,1,3,1,6,venta,Medellín,Laureles,1.5M - 2M,1,1,1,0,zona BBQ
3654,"Estoy buscando apto en El Poblado Medellín, 1 habitación, tipo mini estudio para venta, que acepte mascotas, que tenga balcón, con terraza, dos parqueaderos, presupuesto menos de 1M",estudio,1,1,2,5,venta,Medellín,El Poblado,menos de 1M,0,1,1,1,"zona BBQ, coworking"
3655,"Necesito un penthouse dos habitaciones estrato 4 en Bucaramanga, para venta por menos de 1M, presupuesto menos de 1M",penthouse,2,2,2,4,venta,Bucaramanga,Cabecera,menos de 1M,0,0,0,0,
3656,"Quiero venta un apto pequeño para una persona, en Medellín, idealmente en Belen, de 1 habitación y un baño, pet friendly, con balcón",apartaestudio,1,1,0,6,venta,Medellín,Belen,3M - 4M,0,1,1,0,terraza
3657,"Un estudio cómodo de 1 habitación y 2 baños en buen estado, en Usaquén, Bogotá para arriendo, amoblado, apto para mascotas, 2 parqueaderos, presupuesto menos de 1M",estudio,1,2,2,4,arriendo,Bogotá,Usaquén,menos de 1M,1,1,0,0,"balcón, terraza"
3658,"Busco apto dúplex de una alcoba en Centro, Bucaramanga, para arriendo, semi amoblado, terraza amplia, presupuesto 3M - 4M",duplex,1,1,1,3,arriendo,Bucaramanga,Centro,3M - 4M,1,0,0,1,terraza
3659,"Necesito un apto para familia 3 habitaciones estrato 6 en Medellín, para arriendo por 2M - 3M, amoblado, que acepte mascotas, que tenga balcón, 1 parqueadero, presupuesto 2M - 3M",apartamento,3,2,1,6,arriendo,Medellín,Laureles,2M - 3M,1,1,1,0,
3660,"Busco apto pequeño para una persona de una alcoba en Centro, Bucaramanga, para arriendo, amoblado, con balcón, presupuesto 3M - 4M, estrato 3",apartaestudio,1,2,0,3,arriendo,Bucaramanga,Centro,3M - 4M,1,0,1,0,balcón
3661,"Un aparta estudio cómodo de 1 alcoba y 2 baños, en Teusaquillo, Bogotá para venta, que tenga balcón, dos parqueaderos, presupuesto 1.5M - 2M",apartaestudio,1,2,2,5,venta,Bogotá,Teusaquillo,1.5M - 2M,0,0,1,0,"balcón, salón social"
3662,"Estoy buscando apto en Cedritos Bogotá, una alcoba, tipo loft de concepto abierto para arriendo, semi amoblado, que acepte mascotas, con terraza, con parqueadero, presupuesto 4M - 5M, estrato 4",loft,1,1,1,4,arriendo,Bogotá,Cedritos,4M - 5M,1,1,0,1,"salón social, balcón"
3663,"Estoy buscando apto en Cañaveral Bucaramanga, 4 habitaciones, tipo apartamento para arriendo, semi amoblado, que acepte mascotas, con balcón, terraza amplia",apartamento,4,3,1,2,arriendo,Bucaramanga,Cañaveral,más de 5M,1,1,1,1,"coworking, terraza"
3664,"Estoy buscando apto en Suba Bogotá, 3 habitaciones, tipo dúplex para venta, con balcón, no requiere parqueadero, presupuesto más de 5M, estrato 4",duplex,3,2,0,4,venta,Bogotá,Suba,más de 5M,0,0,1,0,"piscina, gimnasio"
3665,"Un apto tradicional cómodo de 3 habitaciones y 2 baños, en Cedritos, Bogotá para arriendo, totalmente amoblado, apto para mascotas, que tenga balcón, con parqueadero, estrato 4",apartamento,3,2,1,4,arriendo,Bogotá,Cedritos,2M - 3M,1,1,1,0,balcón
3666,"Estoy buscando apto en Cañaveral Bucaramanga, una alcoba, tipo loft para arriendo, semi amoblado, pet friendly, terraza amplia",loft,1,2,0,3,arriendo,Bucaramanga,Cañaveral,1.5M - 2M,1,1,0,1,"gimnasio, zona BBQ"
3667,"Estoy buscando apto en Cabecera Bucaramanga, 1 alcoba, tipo loft de concepto abierto para venta, amoblado, con balcón, terraza amplia, estrato 3",loft,1,3,2,3,venta,Bucaramanga,Cabecera,2M - 3M,1,0,1,1,"salón social, coworking, terraza"
3668,"Busco apto en último piso de tres habitaciones en Centro, Barranquilla, para venta, con balcón, con terraza",penthouse,3,1,1,4,venta,Barranquilla,Centro,3M - 4M,0,0,1,1,"piscina, balcón, coworking"
3669,"Quiero arriendo un penthouse, en Cali, idealmente en Ciudad Jardín, de dos habitaciones y un baño, que acepte mascotas, con terraza, presupuesto menos de 1M, estrato 2",penthouse,2,1,0,2,arriendo,Cali,Ciudad Jardín,menos de 1M,0,1,0,1,"coworking, gimnasio"
3670,"Un apartaestudio cómodo de una alcoba y 2 baños en buen estado, en Centro, Barranquilla para venta, apto para mascotas, no requiere parqueadero, presupuesto 2M - 3M, estrato 2",apartaestudio,1,2,0,2,venta,Barranquilla,Centro,2M - 3M,0,1,0,0,balcón
3671,"Un apartamento cómodo de 3 alcobas y 2 baños, en Envigado, Medellín para arriendo, pet friendly, con balcón, terraza amplia, presupuesto menos de 1M",apartamento,3,2,1,4,arriendo,Medellín,Envigado,menos de 1M,0,1,1,1,
3672,"Estoy buscando apto en Cañaveral Bucaramanga, 4 alcobas, tipo ático con terraza para venta, pet friendly, un parqueadero privado",penthouse,4,1,1,2,venta,Bucaramanga,Cañaveral,3M - 4M,0,1,0,0,
3673,"Necesito un apto tradicional una habitación estrato 6 en Bogotá, para venta por 1.5M - 2M, amoblado, dos parqueaderos, presupuesto 1.5M - 2M",apartamento,1,2,2,6,venta,Bogotá,Centro,1.5M - 2M,1,0,0,0,zona BBQ
3674,"Busco loft moderno de una alcoba en Laureles, Medellín, para arriendo, totalmente amoblado, con balcón, un parqueadero privado, presupuesto 1M - 1.5M, estrato 2",loft,1,2,1,2,arriendo,Medellín,Laureles,1M - 1.5M,1,0,1,0,"balcón, piscina, zona BBQ"
3675,"Un apto tipo estudio cómodo de 1 alcoba y 3 baños, en Villa Santos, Barranquilla para arriendo, semi amoblado, apto para mascotas",estudio,1,3,1,3,arriendo,Barranquilla,Villa Santos,4M - 5M,1,1,0,0,
3676,"Necesito un loft 1 alcoba estrato 3 en Barranquilla, para venta por 3M - 4M, totalmente amoblado, que acepte mascotas, con terraza, 1 parqueadero, estrato 3",loft,1,1,1,3,venta,Barranquilla,Centro,3M - 4M,1,1,0,1,
3677,"Quiero venta un apto dúplex, en Barranquilla, idealmente en Centro, de 1 habitación y 3 baños, que tenga balcón, con terraza, un parqueadero privado",duplex,1,3,1,3,venta,Barranquilla,Centro,4M - 5M,0,0,1,1,"balcón, piscina, zona BBQ"
3678,"Necesito un penthouse 2 alcobas estrato 3 en Bucaramanga, para venta por 2M - 3M, amoblado, que tenga balcón, 2 parqueaderos, presupuesto 2M - 3M, estrato 3",penthouse,2,2,2,3,venta,Bucaramanga,Cabecera,2M - 3M,1,0,1,0,"salón social, balcón, gimnasio"
3679,"Quiero arriendo un loft moderno, en Cali, idealmente en San Fernando, de 1 alcoba y 2 baños en buen estado, con balcón, terraza amplia",loft,1,2,0,4,arriendo,Cali,San Fernando,1M - 1.5M,0,0,1,1,
3680,"Quiero arriendo un apto para familia, en Bogotá, idealmente en Suba, de 4 alcobas y 3 baños en buen estado, amoblado, apto para mascotas, con balcón, terraza amplia, no necesito parqueadero, presupuesto 3M - 4M",apartamento,4,3,0,4,arriendo,Bogotá,Suba,3M - 4M,1,1,1,1,"zona BBQ, balcón"
3681,"Busco aparta estudio de 1 alcoba en San Fernando, Cali, para arriendo, semi amoblado, pet friendly, un parqueadero privado, presupuesto 3M - 4M",apartaestudio,1,1,1,3,arriendo,Cali,San Fernando,3M - 4M,1,1,0,0,"salón social, balcón"
3682,"Estoy buscando apto en Cedritos Bogotá, 1 alcoba, tipo estudio para arriendo, que tenga balcón, doble parqueadero",estudio,1,3,2,2,arriendo,Bogotá,Cedritos,menos de 1M,0,0,1,0,coworking
3683,"Un apartamento en dos niveles cómodo de dos habitaciones y 3 baños, en Usaquén, Bogotá para venta, presupuesto 3M - 4M, estrato 2",duplex,2,3,1,2,venta,Bogotá,Usaquén,3M - 4M,0,0,0,0,"piscina, balcón"
3684,"Quiero arriendo un apartamento, en Barranquilla, idealmente en Centro, de dos habitaciones y 2 baños, pet friendly, que tenga balcón, terraza amplia, presupuesto 3M - 4M",apartamento,2,2,1,5,arriendo,Barranquilla,Centro,3M - 4M,0,1,1,1,"terraza, salón social, gimnasio"
3685,"Busco apartamento tipo estudio de una habitación en El Poblado, Medellín, para venta, amoblado, que acepte mascotas, con terraza, presupuesto 1.5M - 2M",estudio,1,2,0,2,venta,Medellín,El Poblado,1.5M - 2M,1,1,0,1,gimnasio
3686,"Estoy buscando apto en Envigado Medellín, una habitación, tipo apartamento tipo estudio para arriendo, pet friendly, presupuesto 4M - 5M",estudio,1,1,1,2,arriendo,Medellín,Envigado,4M - 5M,0,1,0,0,"piscina, balcón, terraza"
3687,"Quiero venta un penthouse, en Medellín, idealmente en El Poblado, de 4 alcobas y 2 baños, pet friendly, doble parqueadero",penthouse,4,2,2,4,venta,Medellín,El Poblado,menos de 1M,0,1,0,0,"zona BBQ, piscina, salón social"
3688,"Busco apto tipo estudio de una habitación en Chapinero, Bogotá, para arriendo, totalmente amoblado, con balcón, con terraza, sin parqueadero, estrato 4",estudio,1,3,0,4,arriendo,Bogotá,Chapinero,más de 5M,1,0,1,1,"gimnasio, balcón, salón social"
3689,"Estoy buscando apto en Centro Barranquilla, 1 habitación, tipo aparta estudio para venta, amoblado, que tenga balcón, presupuesto 3M - 4M",apartaestudio,1,1,1,4,venta,Barranquilla,Centro,3M - 4M,1,0,1,0,"piscina, balcón"
3690,"Necesito un apto en último piso tres habitaciones estrato 3 en Cali, para arriendo por 1.5M - 2M, pet friendly, con balcón, presupuesto 1.5M - 2M",penthouse,3,3,1,3,arriendo,Cali,San Fernando,1.5M - 2M,0,1,1,0,terraza
3691,"Un penthouse cómodo de cuatro habitaciones y 2 baños, en Suba, Bogotá para venta, totalmente amoblado, apto para mascotas, estrato 5",penthouse,4,2,0,5,venta,Bogotá,Suba,3M - 4M,1,1,0,0,coworking
